consumers,consumerName,Consumer.Sp.stage,consumerSP,consumerStage,resources,resourceName,Resource.Sp.stage,resourceSP,resourceStage,Consumer.Interaction.Code,Feeding.Site,confidence,justification,Ref.ID,localities,version
11,Egretta.thula.11.1,11.1,11,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
12,Gavia.immer.12.1,12.1,12,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
13,Larus.californicus.13.1,13.1,13,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
14,Larus.canus.14.1,14.1,14,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
16,Larus.heermanni.16.1,16.1,16,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,54,"Monterey Bay, CA, USA",V2.Dryad
18,Nycticorax.nycticorax.18.1,18.1,18,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
19,Pelecanus.occidentalis.19.1,19.1,19,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
23,Sterna.caspia.23.1,23.1,23,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
24,Sterna.elegans.24.1,24.1,24,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,419; 584,"Southern California, CA, USA",V2.Dryad
25,Thalasseus.maximus.25.1,25.1,25,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
249,Torpedo.californica.206.1,206.1,206,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,107,"Naples Reef, Santa Barbara Channel, CA, USA",V2.Dryad
252,Mustelus.henlei.209.1,209.1,209,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
253,Notorynchus.cepedianus.210.1,210.1,210,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,256,"Northern California, CA, USA",V2.Dryad
255,Triakis.semifasciata.212.1,212.1,212,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,493,"Elkhorn Slough, CA, USA",V2.Dryad
285,Ophiodon.elongatus.240.1,240.1,240,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
289,Paralabrax.nebulifer.243.1,243.1,243,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
290,Paralabrax.clathratus.244.1,244.1,244,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
298,Scorpaena.guttata.251.1,251.1,251,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
299,Scorpaenichthys.marmoratus.252.1,252.1,252,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
303,Sebastes.paucispinis.254.1,254.1,254,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,793,"CA, USA",V2.Dryad
306,Sebastes.caurinus.256.1,256.1,256,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,815,"Humboldt, CA, USA",V2.Dryad
312,Sebastes.serranoides.259.1,259.1,259,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,581,"Santa Barbara, CA, USA",V2.Dryad
322,Sphyraena.argentea.264.1,264.1,264,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
323,Stereolepis.gigas.265.1,265.1,265,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
469,Tursiops.truncatus.410.1,410.1,410,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,369,"San Diego, CA, USA",V2.Dryad
471,Phoca.vitulina.richardsi.412.1,412.1,412,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,756,"Elkhorn Slough, CA, USA",V2.Dryad
472,Zalophus.californianus.413.1,413.1,413,1,776,Phocitremoides.ovale.688.5,688.5,688,5,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
8,Aechmophorus.occidentalis.8.1,8.1,8,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,794,"Eliza Island, Whatcom Co., WA, USA",V2.Dryad
9,Ardea.herodias.9.1,9.1,9,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,417,"San Francisco, CA, USA",V2.Dryad
10,Ardea.alba.10.1,10.1,10,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,417,"San Francisco, CA, USA",V2.Dryad
11,Egretta.thula.11.1,11.1,11,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,3,11,500,"Tampa Bay, FL, USA",V2.Dryad
12,Gavia.immer.12.1,12.1,12,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
14,Larus.canus.14.1,14.1,14,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,3,11,54,"Monterey Bay, CA, USA",V2.Dryad
16,Larus.heermanni.16.1,16.1,16,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,3,11,6,North Pacific,V2.Dryad
18,Nycticorax.nycticorax.18.1,18.1,18,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,3,11,671,Marine,V2.Dryad
19,Pelecanus.occidentalis.19.1,19.1,19,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
20,Phalacrocorax.penicillatus.20.1,20.1,20,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,435; 7,"San Diego, CA, USA; Central California, CA, USA; Baja California, Mexico",V2.Dryad
21,Phalacrocorax.auritus.21.1,21.1,21,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,7,Central California; Baja California,V2.Dryad
23,Sterna.caspia.23.1,23.1,23,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,768; 419; 584,"Elkhorn Slough, CA, USA; Southern California, CA, USA",V2.Dryad
24,Sterna.elegans.24.1,24.1,24,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,419; 584,"Southern California, CA, USA",V2.Dryad
25,Thalasseus.maximus.25.1,25.1,25,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
246,Myliobatis.californica.203.1,203.1,203,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,4,11,584,"Pacific Coast, USA",V2.Dryad
247,Platyrhinoidis.triseriata.204.1,204.1,204,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,258,"CA, USA",V2.Dryad
248,Rhinobatos.productus.205.1,205.1,205,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
249,Torpedo.californica.206.1,206.1,206,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,3,11,584,"Pacific Coast, USA; Palos Verdes, CA, USA",V2.Dryad
250,Cephaloscyllium.ventriosum.207.1,207.1,207,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,3,11,258,"CA, USA",V2.Dryad
253,Notorynchus.cepedianus.210.1,210.1,210,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,3,11,258; 584,"Pacific Coast, USA",V2.Dryad
254,Squatina.californica.211.1,211.1,211,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
255,Triakis.semifasciata.212.1,212.1,212,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,493,"Elkhorn Slough, CA, USA",V2.Dryad
271,Gymnothorax.mordax.228.1,228.1,228,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
285,Ophiodon.elongatus.240.1,240.1,240,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
289,Paralabrax.nebulifer.243.1,243.1,243,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
290,Paralabrax.clathratus.244.1,244.1,244,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
298,Scorpaena.guttata.251.1,251.1,251,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
299,Scorpaenichthys.marmoratus.252.1,252.1,252,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
303,Sebastes.paucispinis.254.1,254.1,254,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,3,11,793,"CA, USA",V2.Dryad
306,Sebastes.caurinus.256.1,256.1,256,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,815; 772,"Humboldt, CA, USA; Puget Sound, WA, USA",V2.Dryad
310,Sebastes.atrovirens.258.1,258.1,258,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
312,Sebastes.serranoides.259.1,259.1,259,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,581,"Santa Barbara, CA, USA",V2.Dryad
318,Sebastes.rastrelliger.262.1,262.1,262,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
322,Sphyraena.argentea.264.1,264.1,264,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
323,Stereolepis.gigas.265.1,265.1,265,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
469,Tursiops.truncatus.410.1,410.1,410,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,369,"San Diego, CA, USA",V2.Dryad
471,Phoca.vitulina.richardsi.412.1,412.1,412,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,2,11,756; 235,"Elkhorn Slough, CA, USA; Santa Barbara Channel, CA, USA",V2.Dryad
472,Zalophus.californianus.413.1,413.1,413,1,778,Postmonorchis.donacis.690.1,690.1,690,1,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
253,Notorynchus.cepedianus.210.1,210.1,210,1,779,Probolitrema.richiardii(californiense).691.1,691.1,691,1,14,NA,2,11,258; 584,"Northern California, CA, USA; Pacific Coast, USA",V2.Dryad
323,Stereolepis.gigas.265.1,265.1,265,1,779,Probolitrema.richiardii(californiense).691.1,691.1,691,1,14,NA,3,11,421,"CA, USA",V2.Dryad
20,Phalacrocorax.penicillatus.20.1,20.1,20,1,780,Proctoeces.magnorus.692.1,692.1,692,1,14,NA,4,11,7,Central California; Baja California,V2.Dryad
250,Cephaloscyllium.ventriosum.207.1,207.1,207,1,780,Proctoeces.magnorus.692.1,692.1,692,1,14,NA,4,11,258,"CA, USA",V2.Dryad
252,Mustelus.henlei.209.1,209.1,209,1,780,Proctoeces.magnorus.692.1,692.1,692,1,14,NA,4,11,274; 584,"Pacific Coast, USA",V2.Dryad
253,Notorynchus.cepedianus.210.1,210.1,210,1,780,Proctoeces.magnorus.692.1,692.1,692,1,14,NA,3,11,258; 584,"Pacific Coast, USA",V2.Dryad
254,Squatina.californica.211.1,211.1,211,1,780,Proctoeces.magnorus.692.1,692.1,692,1,14,NA,4,11,300; 584,"Catalina Island, Channel Islands, CA, USA",V2.Dryad
255,Triakis.semifasciata.212.1,212.1,212,1,780,Proctoeces.magnorus.692.1,692.1,692,1,14,NA,3,11,235; 584; 493,"Santa Barbara, CA, USA; Pacific Coast, USA; Elkhorn Slough, CA, USA",V2.Dryad
271,Gymnothorax.mordax.228.1,228.1,228,1,780,Proctoeces.magnorus.692.1,692.1,692,1,14,NA,4,11,235,"Santa Barbara Channel, CA, USA",V2.Dryad
285,Ophiodon.elongatus.240.1,240.1,240,1,780,Proctoeces.magnorus.692.1,692.1,692,1,14,NA,4,11,235,"Santa Barbara Channel, CA, USA",V2.Dryad
322,Sphyraena.argentea.264.1,264.1,264,1,780,Proctoeces.magnorus.692.1,692.1,692,1,14,NA,4,11,732,"San Diego, CA, USA",V2.Dryad
323,Stereolepis.gigas.265.1,265.1,265,1,780,Proctoeces.magnorus.692.1,692.1,692,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
469,Tursiops.truncatus.410.1,410.1,410,1,780,Proctoeces.magnorus.692.1,692.1,692,1,14,NA,4,11,369,"San Diego, CA, USA",V2.Dryad
471,Phoca.vitulina.richardsi.412.1,412.1,412,1,780,Proctoeces.magnorus.692.1,692.1,692,1,14,NA,2,11,235,"Santa Barbara Channel, CA, USA",V2.Dryad
472,Zalophus.californianus.413.1,413.1,413,1,780,Proctoeces.magnorus.692.1,692.1,692,1,14,NA,3,11,319; 584,"Gulf of California, Mexico; Pacific Coast, USA",V2.Dryad
20,Phalacrocorax.penicillatus.20.1,20.1,20,1,781,Prodistomum.orientale.693.1,693.1,693,1,14,NA,4,11,7,Central California; Baja California,V2.Dryad
249,Torpedo.californica.206.1,206.1,206,1,781,Prodistomum.orientale.693.1,693.1,693,1,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
250,Cephaloscyllium.ventriosum.207.1,207.1,207,1,781,Prodistomum.orientale.693.1,693.1,693,1,14,NA,3,11,258,"CA, USA",V2.Dryad
253,Notorynchus.cepedianus.210.1,210.1,210,1,781,Prodistomum.orientale.693.1,693.1,693,1,14,NA,3,11,258; 584,"Pacific Coast, USA",V2.Dryad
255,Triakis.semifasciata.212.1,212.1,212,1,781,Prodistomum.orientale.693.1,693.1,693,1,14,NA,4,11,584,"Pacific Coast, USA",V2.Dryad
285,Ophiodon.elongatus.240.1,240.1,240,1,781,Prodistomum.orientale.693.1,693.1,693,1,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
314,Sebastes.serriceps.260.1,260.1,260,1,781,Prodistomum.orientale.693.1,693.1,693,1,14,NA,3,11,532; 584,"Pacific Coast, USA; Channel Islands, CA, USA",V2.Dryad
323,Stereolepis.gigas.265.1,265.1,265,1,781,Prodistomum.orientale.693.1,693.1,693,1,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
471,Phoca.vitulina.richardsi.412.1,412.1,412,1,781,Prodistomum.orientale.693.1,693.1,693,1,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
472,Zalophus.californianus.413.1,413.1,413,1,781,Prodistomum.orientale.693.1,693.1,693,1,14,NA,3,11,584; 588,"Pacific Coast, USA",V2.Dryad
12,Gavia.immer.12.1,12.1,12,1,789,Littorellicola(Psettarium).sebastodorum.701.1,701.1,701,1,14,NA,4,11,6,North Pacific,V2.Dryad
16,Larus.heermanni.16.1,16.1,16,1,789,Littorellicola(Psettarium).sebastodorum.701.1,701.1,701,1,14,NA,3,11,54,"Monterey Bay, CA, USA",V2.Dryad
20,Phalacrocorax.penicillatus.20.1,20.1,20,1,789,Littorellicola(Psettarium).sebastodorum.701.1,701.1,701,1,14,NA,2,11,7,Central California; Baja California,V2.Dryad
21,Phalacrocorax.auritus.21.1,21.1,21,1,789,Littorellicola(Psettarium).sebastodorum.701.1,701.1,701,1,14,NA,2,11,7,Central California; Baja California,V2.Dryad
22,Phalacrocorax.pelagicus.22.1,22.1,22,1,789,Littorellicola(Psettarium).sebastodorum.701.1,701.1,701,1,14,NA,2,11,7,"NE Pacific, Central California, CA, USA",V2.Dryad
253,Notorynchus.cepedianus.210.1,210.1,210,1,789,Littorellicola(Psettarium).sebastodorum.701.1,701.1,701,1,14,NA,3,11,258; 584; 235; 587,"Pacific Coast, USA",V2.Dryad
255,Triakis.semifasciata.212.1,212.1,212,1,789,Littorellicola(Psettarium).sebastodorum.701.1,701.1,701,1,14,NA,2,11,584; 235; 587,"Pacific Coast, USA",V2.Dryad
271,Gymnothorax.mordax.228.1,228.1,228,1,789,Littorellicola(Psettarium).sebastodorum.701.1,701.1,701,1,14,NA,4,11,235,"Santa Barbara Channel, CA, USA",V2.Dryad
285,Ophiodon.elongatus.240.1,240.1,240,1,789,Littorellicola(Psettarium).sebastodorum.701.1,701.1,701,1,14,NA,2,11,584; 310; 21,"Pacific Coast, USA; British Columbia, Canada; Point Buchon Marine Reserve, CA, USA",V2.Dryad
289,Paralabrax.nebulifer.243.1,243.1,243,1,789,Littorellicola(Psettarium).sebastodorum.701.1,701.1,701,1,14,NA,4,11,584,"Pacific Coast, USA",V2.Dryad
290,Paralabrax.clathratus.244.1,244.1,244,1,789,Littorellicola(Psettarium).sebastodorum.701.1,701.1,701,1,14,NA,2,11,732,"San Diego, CA, USA",V2.Dryad
299,Scorpaenichthys.marmoratus.252.1,252.1,252,1,789,Littorellicola(Psettarium).sebastodorum.701.1,701.1,701,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
303,Sebastes.paucispinis.254.1,254.1,254,1,789,Littorellicola(Psettarium).sebastodorum.701.1,701.1,701,1,14,NA,3,11,793,"CA, USA",V2.Dryad
323,Stereolepis.gigas.265.1,265.1,265,1,789,Littorellicola(Psettarium).sebastodorum.701.1,701.1,701,1,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
469,Tursiops.truncatus.410.1,410.1,410,1,789,Littorellicola(Psettarium).sebastodorum.701.1,701.1,701,1,14,NA,3,11,235,"Santa Barbara Channel, CA, USA",V2.Dryad
471,Phoca.vitulina.richardsi.412.1,412.1,412,1,789,Littorellicola(Psettarium).sebastodorum.701.1,701.1,701,1,14,NA,2,11,584; 235; 756,"Pacific Coast, USA; Santa Barbara Channel, CA, USA; Elkhorn Slough, CA, USA",V2.Dryad
472,Zalophus.californianus.413.1,413.1,413,1,789,Littorellicola(Psettarium).sebastodorum.701.1,701.1,701,1,14,NA,2,11,588; 584,"San Nicolas Island, CA, USA; Pacific Coast, USA",V2.Dryad
8,Aechmophorus.occidentalis.8.1,8.1,8,1,790,Pseudopecoelus.gibbonsiae.702.1,702.1,702,1,14,NA,3,11,6,North Pacific,V2.Dryad
12,Gavia.immer.12.1,12.1,12,1,790,Pseudopecoelus.gibbonsiae.702.1,702.1,702,1,14,NA,3,11,512; 584,"Pacific Coast, USA",V2.Dryad
20,Phalacrocorax.penicillatus.20.1,20.1,20,1,790,Pseudopecoelus.gibbonsiae.702.1,702.1,702,1,14,NA,3,11,7,Central California; Baja California,V2.Dryad
192,Alpheus.clamator.152.1,152.1,152,1,790,Pseudopecoelus.gibbonsiae.702.1,702.1,702,1,14,NA,4,11,598,"Newport Bay, CA, USA",V2.Dryad
247,Platyrhinoidis.triseriata.204.1,204.1,204,1,790,Pseudopecoelus.gibbonsiae.702.1,702.1,702,1,14,NA,3,11,258,"CA, USA",V2.Dryad
250,Cephaloscyllium.ventriosum.207.1,207.1,207,1,790,Pseudopecoelus.gibbonsiae.702.1,702.1,702,1,14,NA,3,11,258,"CA, USA",V2.Dryad
251,Heterodontus.francisci.208.1,208.1,208,1,790,Pseudopecoelus.gibbonsiae.702.1,702.1,702,1,14,NA,4,11,258,"CA, USA",V2.Dryad
271,Gymnothorax.mordax.228.1,228.1,228,1,790,Pseudopecoelus.gibbonsiae.702.1,702.1,702,1,14,NA,4,11,584,"Pacific Coast, USA",V2.Dryad
285,Ophiodon.elongatus.240.1,240.1,240,1,790,Pseudopecoelus.gibbonsiae.702.1,702.1,702,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
303,Sebastes.paucispinis.254.1,254.1,254,1,790,Pseudopecoelus.gibbonsiae.702.1,702.1,702,1,14,NA,3,11,793,"CA, USA",V2.Dryad
310,Sebastes.atrovirens.258.1,258.1,258,1,790,Pseudopecoelus.gibbonsiae.702.1,702.1,702,1,14,NA,2,11,552,"CA, USA",V2.Dryad
314,Sebastes.serriceps.260.1,260.1,260,1,790,Pseudopecoelus.gibbonsiae.702.1,702.1,702,1,14,NA,4,11,584,"Pacific Coast, USA",V2.Dryad
318,Sebastes.rastrelliger.262.1,262.1,262,1,790,Pseudopecoelus.gibbonsiae.702.1,702.1,702,1,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
8,Aechmophorus.occidentalis.8.1,8.1,8,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,794,"Eliza Island, Whatcom Co., WA, USA",V2.Dryad
9,Ardea.herodias.9.1,9.1,9,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,417,"San Francisco, CA, USA",V2.Dryad
10,Ardea.alba.10.1,10.1,10,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,417,"San Francisco, CA, USA",V2.Dryad
11,Egretta.thula.11.1,11.1,11,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,3,11,500,"Tampa Bay, FL, USA",V2.Dryad
12,Gavia.immer.12.1,12.1,12,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
14,Larus.canus.14.1,14.1,14,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,3,11,54,"Monterey Bay, CA, USA",V2.Dryad
16,Larus.heermanni.16.1,16.1,16,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,3,11,6,North Pacific,V2.Dryad
18,Nycticorax.nycticorax.18.1,18.1,18,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,3,11,671,Marine,V2.Dryad
19,Pelecanus.occidentalis.19.1,19.1,19,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
20,Phalacrocorax.penicillatus.20.1,20.1,20,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,435,"San Diego, CA, USA",V2.Dryad
21,Phalacrocorax.auritus.21.1,21.1,21,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,7,Central California; Baja California,V2.Dryad
23,Sterna.caspia.23.1,23.1,23,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,768,"Elkhorn Slough, CA, USA",V2.Dryad
24,Sterna.elegans.24.1,24.1,24,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,419; 584,"Southern California, CA, USA",V2.Dryad
25,Thalasseus.maximus.25.1,25.1,25,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
246,Myliobatis.californica.203.1,203.1,203,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,4,11,584,"Pacific Coast, USA",V2.Dryad
247,Platyrhinoidis.triseriata.204.1,204.1,204,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,258,"CA, USA",V2.Dryad
248,Rhinobatos.productus.205.1,205.1,205,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
249,Torpedo.californica.206.1,206.1,206,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
253,Notorynchus.cepedianus.210.1,210.1,210,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,3,11,258; 584,"Pacific Coast, USA",V2.Dryad
254,Squatina.californica.211.1,211.1,211,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
255,Triakis.semifasciata.212.1,212.1,212,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,493,"Elkhorn Slough, CA, USA",V2.Dryad
285,Ophiodon.elongatus.240.1,240.1,240,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
289,Paralabrax.nebulifer.243.1,243.1,243,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
290,Paralabrax.clathratus.244.1,244.1,244,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
298,Scorpaena.guttata.251.1,251.1,251,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
299,Scorpaenichthys.marmoratus.252.1,252.1,252,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
303,Sebastes.paucispinis.254.1,254.1,254,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,3,11,793,"CA, USA",V2.Dryad
306,Sebastes.caurinus.256.1,256.1,256,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,815,"Humboldt, CA, USA",V2.Dryad
310,Sebastes.atrovirens.258.1,258.1,258,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
312,Sebastes.serranoides.259.1,259.1,259,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,581,"Santa Barbara, CA, USA",V2.Dryad
318,Sebastes.rastrelliger.262.1,262.1,262,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
322,Sphyraena.argentea.264.1,264.1,264,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,3,11,732,"San Diego, CA, USA",V2.Dryad
323,Stereolepis.gigas.265.1,265.1,265,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,584,"Pacific Coast, USA",V2.Dryad
469,Tursiops.truncatus.410.1,410.1,410,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,369,"San Diego, CA, USA",V2.Dryad
471,Phoca.vitulina.richardsi.412.1,412.1,412,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,2,11,756,"Elkhorn Slough, CA, USA",V2.Dryad
472,Zalophus.californianus.413.1,413.1,413,1,791,Pseudopecoelus.umbrinae.703.1,703.1,703,1,14,NA,3,11,584,"Pacific Coast, USA",V2.Dryad
8,Aechmophorus.occidentalis.8.1,8.1,8,1,797,Schikhobalotrema.girellae.709.1,709.1,709,1,14,NA,2,11,794,"Eliza Island, Whatcom Co., WA, USA",V2.Dryad
9,Ardea.herodias.9.1,9.1,9,1,797,Schikhobalotrema.girellae.709.1,709.1,709,1,14,NA,2,11,671,Marine,V2.Dryad
10,Ardea.alba.10.1,10.1,10,1,797,Schikhobalotrema.girellae.709.1,709.1,709,1,14,NA,3,11,671,Marine,V2.Dryad
11,Egretta.thula.11.1,11.1,11,1,797,Schikhobalotrema.girellae.709.1,709.1,709,1,14,NA,3,11,671,Marine,V2.Dryad
